wavelength (um),S11,S21,S31,S41
"[1.72222222 1.7032967  1.68478261 1.66666667 1.64893617 1.63157895
 1.61458333 1.59793814 1.58163265 1.56565657 1.55       1.53465347
 1.51960784 1.50485437 1.49038462 1.47619048 1.46226415 1.44859813
 1.43518519 1.42201835 1.40909091]","[0.05225475 0.05486057 0.05662717 0.0839233  0.11029289 0.0735908
 0.11727614 0.0163312  0.08681855 0.01011962 0.0952974  0.0490782
 0.06822683 0.04924365 0.05048356 0.06111298 0.04954033 0.09165321
 0.04340263 0.15838905 0.07136741]","[0.22665334 0.16635229 0.10377068 0.0841777  0.1432857  0.16673133
 0.16882585 0.12762146 0.05230147 0.03075651 0.07350775 0.10310817
 0.06775906 0.03087058 0.03100942 0.00775054 0.03780618 0.01905396
 0.0107048  0.01831921 0.06379013]","[0.15739272 0.20639663 0.27455816 0.33593577 0.39601636 0.46467175
 0.53893317 0.59534764 0.6366624  0.67793635 0.69762374 0.72304906
 0.73658032 0.75574124 0.76827879 0.77593251 0.77601957 0.7651696
 0.75060373 0.70805094 0.69644815]","[0.76769067 0.81979787 0.82498023 0.82321458 0.77878996 0.73101856
 0.67894497 0.67717831 0.66918515 0.66708904 0.64812    0.63104681
 0.62727062 0.62080338 0.61103402 0.60212934 0.59922471 0.5873852
 0.58653219 0.55501935 0.55947877]"
